Timestamp	Type	X	Y	Z
194432919	ACC	-0.37122804	-0.07903565	9.836346
194432929	ACC	-0.36164796	-0.021555176	9.79084
194432979	ACC	-0.37362307	0.0047900393	9.848321
194432989	ACC	-0.38080812	-0.028740235	9.845925
194432998	ACC	-0.37362307	-0.016765138	9.860296
194433008	ACC	-0.3520679	-0.05269043	9.833951
194433018	ACC	-0.34727785	-0.06466553	9.817185
194433028	ACC	-0.36883304	-0.050295413	9.81958
194433038	ACC	-0.364043	-0.05508545	9.831555
194433048	ACC	-0.38080812	-0.05748047	9.843531
194433058	ACC	-0.38080812	-0.06227051	9.860296
194433068	ACC	-0.38080812	-0.050295413	9.865086
194433078	ACC	-0.37601808	-0.05508545	9.884246
194433087	ACC	-0.3879932	-0.05269043	9.855506
194433097	ACC	-0.366438	-0.033530276	9.843531
194433107	ACC	-0.34009278	-0.026345216	9.802815
194433117	ACC	-0.364043	-0.043110352	9.826766
194433127	ACC	-0.36883304	-0.05269043	9.83874
194433137	ACC	-0.366438	-0.08861572	9.833951
194433147	ACC	-0.35925296	-0.05748047	9.85311
194433157	ACC	-0.38080812	-0.05748047	9.889036
194433166	ACC	-0.35685793	-0.06945557	9.891431
194433176	ACC	-0.36164796	-0.040715333	9.874666
194433186	ACC	-0.3879932	-0.040715333	9.85311
194433196	ACC	-0.38559815	-0.035925295	9.812395
194433206	ACC	-0.3784131	-0.040715333	9.817185
194433216	ACC	-0.39517823	-0.016765138	9.845925
194433226	ACC	-0.38320315	-0.026345216	9.874666
194433236	ACC	-0.366438	-0.059875492	9.85311
194433246	ACC	-0.36883304	-0.05269043	9.845925
194433255	ACC	-0.35925296	-0.05269043	9.855506
194433265	ACC	-0.364043	-0.045505375	9.845925
194433275	ACC	-0.36883304	-0.038320314	9.845925
194433285	ACC	-0.37122804	-0.023950197	9.841136
194433295	ACC	-0.36164796	-0.045505375	9.848321
194433305	ACC	-0.38320315	-0.043110352	9.860296
194433315	ACC	-0.38080812	-0.038320314	9.867481
194433325	ACC	-0.37601808	-0.038320314	9.821976
194433334	ACC	-0.39278322	-0.035925295	9.848321
194433344	ACC	-0.3903882	-0.043110352	9.843531
194433354	ACC	-0.36883304	-0.043110352	9.848321
194433364	ACC	-0.37601808	-0.06945557	9.845925
194433374	ACC	-0.38559815	-0.05269043	9.81958
194433384	ACC	-0.36164796	-0.06945557	9.814791
194433394	ACC	-0.36164796	-0.05269043	9.83874
194433404	ACC	-0.36164796	-0.047900394	9.821976
194433414	ACC	-0.38320315	-0.047900394	9.845925
194433423	ACC	-0.39278322	-0.035925295	9.833951
194433433	ACC	-0.38559815	-0.031135255	9.845925
194433443	ACC	-0.3879932	-0.035925295	9.83874
194433453	ACC	-0.41194338	-0.059875492	9.857901
194433463	ACC	-0.38080812	-0.047900394	9.879456
194433473	ACC	-0.36883304	-0.045505375	9.855506
194433483	ACC	-0.366438	-0.038320314	9.850716
194433493	ACC	-0.34009278	-0.043110352	9.843531
194433502	ACC	-0.3544629	-0.026345216	9.83874
194433512	ACC	-0.3784131	-0.05269043	9.841136
194433522	ACC	-0.38320315	-0.038320314	9.826766
194433532	ACC	-0.3879932	-0.026345216	9.81958
194433542	ACC	-0.39996827	-0.040715333	9.855506
194433552	ACC	-0.37362307	-0.040715333	9.82437
194433562	ACC	-0.36883304	-0.040715333	9.821976
194433572	ACC	-0.3544629	-0.06945557	9.83874
194433582	ACC	-0.34009278	-0.05508545	9.860296
194433591	ACC	-0.34967285	-0.059875492	9.867481
194433601	ACC	-0.3544629	-0.047900394	9.83874
194433611	ACC	-0.35685793	-0.06227051	9.862691
194433621	ACC	-0.3544629	-0.028740235	9.841136
194433631	ACC	-0.36883304	-0.019160157	9.841136
194433641	ACC	-0.38320315	-0.028740235	9.826766
194433651	ACC	-0.3784131	-0.026345216	9.833951
194433661	ACC	-0.36883304	-0.033530276	9.850716
194433670	ACC	-0.38320315	-0.047900394	9.855506
194433680	ACC	-0.36883304	-0.05508545	9.862691
194433690	ACC	-0.36883304	-0.043110352	9.83874
194433700	ACC	-0.3520679	-0.047900394	9.850716
194433710	ACC	-0.37601808	-0.07424561	9.83874
194433720	ACC	-0.37362307	-0.047900394	9.829161
194433730	ACC	-0.3903882	-0.035925295	9.850716
194433740	ACC	-0.39996827	-0.035925295	9.841136
194433750	ACC	-0.39278322	-0.014370117	9.833951
194433759	ACC	-0.3879932	-0.021555176	9.826766
194433769	ACC	-0.36883304	-0.043110352	9.82437
194433779	ACC	-0.36164796	-0.059875492	9.817185
194433789	ACC	-0.37601808	-0.035925295	9.826766
194433799	ACC	-0.37601808	-0.06706055	9.857901
194433809	ACC	-0.39517823	-0.06706055	9.879456
194433819	ACC	-0.37362307	-0.043110352	9.83874
194433829	ACC	-0.37122804	-0.014370117	9.829161
194433838	ACC	-0.3879932	-0.033530276	9.798025
194433848	ACC	-0.3784131	-0.043110352	9.833951
194433858	ACC	-0.37362307	-0.050295413	9.85311
194433868	ACC	-0.37122804	-0.06466553	9.81958
194433878	ACC	-0.36883304	-0.06706055	9.829161
194433888	ACC	-0.34967285	-0.059875492	9.848321
194433898	ACC	-0.366438	-0.021555176	9.855506
194433908	ACC	-0.37601808	-0.043110352	9.829161
194433918	ACC	-0.34727785	-0.043110352	9.845925
194433927	ACC	-0.34967285	-0.035925295	9.829161
194433937	ACC	-0.36164796	-0.043110352	9.821976
194433947	ACC	-0.37122804	-0.016765138	9.833951
194433957	ACC	-0.38080812	-0.05508545	9.833951
194433967	ACC	-0.39757326	-0.05748047	9.848321
194433977	ACC	-0.41194338	-0.047900394	9.843531
194433987	ACC	-0.41194338	-0.05748047	9.833951
194433997	ACC	-0.39517823	-0.050295413	9.831555
194434006	ACC	-0.36883304	-0.038320314	9.812395
194434016	ACC	-0.3544629	-0.031135255	9.841136
194434026	ACC	-0.2778223	-0.043110352	9.378897
194434036	ACC	-0.4622388	-0.023950197	10.310559
194434046	ACC	-0.39996827	-0.05269043	9.8938265
194434056	ACC	-0.3903882	-0.059875492	9.848321
194434066	ACC	-0.4263135	-0.045505375	9.891431
194434076	ACC	-0.4263135	-0.040715333	9.857901
194434086	ACC	-0.44786867	-0.016765138	9.908196
194434095	ACC	-0.6610254	0.031135255	9.984837
194434105	ACC	-4.4212065	1.3004956	9.975257
194434115	ACC	-7.2593045	1.9279908	9.75731
194434125	ACC	-6.912027	1.5591577	9.393267
194434135	ACC	-5.848638	0.8430469	9.683064
194434145	ACC	-1.8226099	-0.48379397	10.011182
194434155	ACC	7.6496925	-2.8309133	10.511742
194434165	ACC	5.264253	-1.8681153	9.970467
194434174	ACC	-2.323169	0.5245093	10.111773
194434184	ACC	-3.8104763	1.0011182	10.150093
194434194	ACC	-0.93405765	0.3520679	9.989627
194434204	ACC	1.0370435	-0.29698244	9.802815
194434214	ACC	0.41912845	-0.09340577	10.054293
194434224	ACC	-1.5352076	0.51013917	10.104588
194434234	ACC	-2.0573218	0.68018556	9.711804
194434244	ACC	-0.9580079	0.16765137	9.441168
194434254	ACC	0.58198977	-0.41912845	9.455538
194434263	ACC	1.7866846	-0.6730005	9.78605
194434273	ACC	1.0825489	-0.43110353	10.27224
194434283	ACC	-0.18441652	0.028740235	10.157278
194434293	ACC	0.028740235	-0.17004639	10.027947
194434303	ACC	0.63707525	-0.81909674	10.257869
194434313	ACC	1.3986914	-1.1280543	10.921289
194434323	ACC	1.7866846	-1.1711646	11.074571
194434333	ACC	2.193838	-1.2621753	11.321258
194434342	ACC	1.3507911	-0.6562354	10.813514
194434352	ACC	0.9412427	-0.42152345	10.665023
194434362	ACC	0.6706055	-0.17244141	11.393108
194434372	ACC	-2.2800586	1.4418018	9.74294
194434382	ACC	-3.542234	2.3016138	8.851993
194434392	ACC	-2.7135572	2.2225783	8.138277
194434402	ACC	-2.3327491	1.456172	7.4006104
194434412	ACC	-0.847837	0.8646021	9.19448
194434422	ACC	-0.23231691	0.29937744	9.398057
194434431	ACC	-0.15088624	-0.19639161	9.158555
194434441	ACC	0.050295413	-0.12454102	9.19927
194434451	ACC	0.06945557	-0.49097902	11.479329
194434461	ACC	0.9244776	0.22273682	10.98356
194434471	ACC	0.91010743	0.9699829	11.706856
194434481	ACC	-0.34967285	1.6334034	11.338023
194434491	ACC	-1.5807129	1.6477735	10.607542
194434501	ACC	-1.9208057	1.1448194	9.730965
194434510	ACC	-1.3962965	0.8143067	9.503438
194434520	ACC	-0.8430469	0.71371585	9.944121
194434530	ACC	0.016765138	0.59156984	10.502161
194434540	ACC	0.59156984	0.366438	11.170372
194434550	ACC	0.62749517	0.33290774	11.029065
194434560	ACC	0.4047583	0.70174074	10.43031
194434570	ACC	-0.58198977	1.1496094	10.095008
194434580	ACC	-0.9651929	1.3555812	9.405242
194434590	ACC	-0.7568262	1.7028589	9.539363
194434599	ACC	-0.18681154	1.8513502	10.092612
194434609	ACC	-0.25387207	2.1507277	10.3872
194434619	ACC	-1.0777588	2.2776637	9.469908
194434629	ACC	-1.1903248	1.9112257	8.121511
194434639	ACC	-1.2358302	2.2513185	8.461604
194434649	ACC	-1.3172607	2.1698878	9.381292
194434659	ACC	-0.33769777	1.6717237	9.764495
194434669	ACC	0.2562671	1.8010547	10.181229
194434678	ACC	0.3903882	2.1411476	10.645863
194434688	ACC	0.22273682	2.3878345	10.791959
194434698	ACC	-0.27303225	2.5075855	10.624307
194434708	ACC	-0.8095166	2.7063723	9.82437
194434718	ACC	-1.0226734	3.151846	9.127419
194434728	ACC	-1.3986914	4.799619	6.2797413
194434738	ACC	-1.3627661	5.225933	7.0581226
194434748	ACC	-2.0285816	3.784131	6.8593364
194434758	ACC	-1.6932789	3.278782	8.672366
194434767	ACC	-0.2682422	3.173401	9.960887
194434777	ACC	-0.91250247	3.7074904	9.457932
194434787	ACC	1.0849439	4.6918435	9.129815
194434797	ACC	2.1555176	6.8928666	8.523875
194434807	ACC	0.011975098	6.3156667	8.684341
194434817	ACC	-0.46702883	3.9972878	9.683064
194434827	ACC	0.41912845	3.7314405	11.160791
194434837	ACC	1.453777	4.045188	12.650494
194434846	ACC	1.1448194	4.7325587	12.9115505
194434856	ACC	0.2921924	5.3480787	12.319981
194434866	ACC	0.5987549	4.9624805	11.572735
194434876	ACC	1.3962965	4.136199	11.194322
