right_knee_X,right_knee_Y,right_knee_Z
0.461752250484903,0.7329510608513967,0.5071507953433142
0.42681634554205417,0.6029303933246257,0.49885688222659713
0.3624542479773025,0.5547698245057284,0.49655303015322055
0.3415294188905662,0.5464563963905441,0.4911300608741801
0.3485959820527615,0.5522217072127884,0.4853174281705011
0.3628052161069164,0.5659021296897289,0.4801957474298252
0.3889804707514397,0.5872908900481186,0.4792918815184788
0.43115073177977636,0.6105749422145216,0.47702351460940473
0.4463369372626864,0.620051028530931,0.47741340466746035
0.4671856560682762,0.6208153516354847,0.4741878313763833
0.4803877434968969,0.6126134477630457,0.4714409736301946
0.4814865702131951,0.5996654672064414,0.47659813997955225
0.4862180497428692,0.5911769481599964,0.4798589731346525
0.49371187884241347,0.5878801355329708,0.4832084076613174
0.4903846405059167,0.5848701257729356,0.4809045555879409
0.5111722384005365,0.5890746749184135,0.48157810417828617
0.5044566404338656,0.5871954248703587,0.4873907367338388
0.5011142192686402,0.5876093784194067,0.4851933414865075
0.5230006450914648,0.5913839256000983,0.48861374708240946
0.5268468332831477,0.5912565685888735,0.4929909080153766
0.5426282928074343,0.592610354156694,0.5033052404178391
0.5327991887217071,0.5924509083009285,0.5145763281573668
0.5332722009411437,0.5992196231550845,0.5168446946220615
0.5028388627142594,0.6029303933246257,0.5141864386918168
0.5256868843801884,0.6134892817987856,0.5128219381384683
0.5321887501294189,0.6112438214398102,0.5105535716737735
0.5241757772696446,0.6045230415102336,0.5158345983699606
0.5101191547770982,0.6010033987072878,0.5200524136436694
0.49945050289273163,0.6012581153920493,0.5231184141976918
0.5008853049878859,0.6043796360832707,0.5258476419378058
0.4958486065447749,0.6023569846017208,0.525422265826689
0.4859126365416811,0.6008122713406923,0.5198575814869708
0.48916356941629635,0.6032330316224075,0.5157814831995833
0.5007936224733088,0.6093645620736641,0.5183689939533759
0.5084554386563279,0.6114507895618208,0.5182449069731295
0.49630643510628375,0.6080107765058435,0.5138144043844944
0.4792735383246431,0.606386247136018,0.5075230548027894
0.46594940170343546,0.6029303933246257,0.5019759989878817
0.4591117562025759,0.5953177123073884,0.4946035819367122
0.4624847382697782,0.5911131698176901,0.4963936839014566
0.4732448774242022,0.5941550674177225,0.5013026770309534
0.48153231394390056,0.5993469748416856,0.5002570941332858
0.487515231113636,0.6061953061312509,0.5001861233603015
0.4951464859481863,0.6120400390401407,0.5048824288786194
0.49937419813248013,0.6130911729986204,0.5053609186788491
0.48324177443322197,0.6117215466753848,0.49743926605849215
0.4608821424221322,0.6102245686655481,0.4871959050215195
0.45630346772126523,0.6072941753409223,0.4880464294253244
0.45947809640968995,0.6074534215233003,0.4864337555039887
0.4560439921558266,0.6075807865214606,0.48141853203373725
0.4484279212343424,0.6060996359554798,0.4802312330385069
0.4486416517933844,0.6064022875648206,0.4818439069598425
0.45598287124485665,0.6086160797245252,0.4863096688199951
0.46018002246338907,0.6104953257791123,0.48538817334695317
0.46166056784275694,0.6112119269440334,0.4866642988659011
0.45902007356042984,0.6080585117570353,0.4835096963478083
0.45238097534339183,0.6061156896958415,0.4754639567472049
0.4469781327668857,0.6073260698366991,0.4676485344676024
0.4410255795962091,0.6097785249408034,0.4622610507972437
0.4402473493563195,0.612422307084891,0.46245588295394224
0.4515873666475466,0.6132983541055776,0.47000550126697704
0.46892548310803867,0.6127885347008386,0.48202110881421345
0.47832731998072586,0.6130592918144028,0.4914492053114044
